Timestamp,Event,Event Data
6:03:47.635 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.635 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.635 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.636 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.636 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.636 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.636 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.637 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.637 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.637 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.637 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.637 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.638 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.638 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.638 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.638 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.639 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.639 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.639 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.639 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.640 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.640 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.640 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.640 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.640 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.641 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.641 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.641 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.641 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.641 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.641 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.642 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.642 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.642 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.642 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.642 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.643 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.643 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.643 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.643 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.643 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.643 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.644 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.644 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.644 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.644 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.644 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.645 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.645 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.645 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.645 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.646 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.647 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.647 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.648 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.648 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.648 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.648 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.648 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.649 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.649 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.649 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.649 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.649 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.650 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.650 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.650 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.650 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.650 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.651 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.651 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.651 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.651 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.651 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.651 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.652 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.652 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.652 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.652 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.652 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.653 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.653 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.653 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.653 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.653 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.653 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.654 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.654 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.654 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.654 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.654 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.655 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.655 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.655 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.655 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.655 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.656 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.656 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.656 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.656 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.656 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.657 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.657 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.657 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.657 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.657 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.658 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.658 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.658 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.658 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.658 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.659 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.659 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.659 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.659 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.659 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.660 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.660 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.660 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.660 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.660 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.661 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.661 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.661 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.661 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.661 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.661 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.663 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.663 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.663 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.663 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.663 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.664 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.664 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.664 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.664 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.665 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.665 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.665 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.665 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.666 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.666 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.666 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.666 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.666 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.666 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.667 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.667 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.667 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.667 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.667 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.667 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.667 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.667 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.668 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.668 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.668 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.668 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.668 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.668 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.669 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.669 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.669 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.669 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.669 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.669 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.670 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.670 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.670 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.670 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.671 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.671 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.671 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.671 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.671 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.671 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.672 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.672 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.672 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.672 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.672 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.672 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.673 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.673 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.673 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.673 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.673 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.674 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.674 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.674 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.674 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.674 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.674 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.675 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.675 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.675 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.675 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.675 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.675 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.676 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.676 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.676 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.676 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.677 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.677 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.677 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.677 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.677 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.677 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.678 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.678 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.678 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.678 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.679 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.679 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.679 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.679 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.679 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.680 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.680 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.680 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.680 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.680 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.680 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.681 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.681 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.681 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.681 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.681 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.681 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.682 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.682 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.682 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.682 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.682 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.682 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.682 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.682 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.684 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.684 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.684 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.684 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.684 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.685 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.685 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.685 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.685 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.685 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.686 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.686 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.686 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.686 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.686 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.686 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.686 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.686 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.687 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.687 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.687 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.687 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.688 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.688 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.688 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.688 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.688 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.689 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.689 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.689 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.689 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.689 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.690 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.690 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.690 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.690 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.690 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.690 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.691 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.691 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.691 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.691 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.691 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.691 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.691 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.692 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.692 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.692 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.692 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.693 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.693 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.693 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.693 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.693 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.693 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.694 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.694 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.694 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.695 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.695 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.695 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.695 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.695 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.695 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.696 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.696 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.696 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.696 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.696 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.697 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.697 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.697 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.697 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.697 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.698 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.698 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.698 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.698 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.698 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.699 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.699 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.699 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.700 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.701 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.701 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.701 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.701 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.702 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.702 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.702 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.702 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.702 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.702 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.703 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.703 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.703 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.703 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.703 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.704 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.704 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.704 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.704 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.704 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.704 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.705 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.705 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.705 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.705 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.705 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.705 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.706 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.706 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.706 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.706 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.706 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.707 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.707 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.707 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.707 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.707 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.708 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.708 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.708 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.708 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.708 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.709 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.709 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.709 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.709 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.709 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.709 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.710 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.710 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.710 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.711 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.711 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.711 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.711 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.711 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.711 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.712 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.712 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.712 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.712 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.712 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.712 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.713 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.713 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.713 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.713 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.713 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.714 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.714 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.714 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.714 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.714 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.714 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.715 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.715 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.715 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.715 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.715 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.716 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.716 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.716 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.716 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.716 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.716 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.717 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.717 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.717 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.717 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.717 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.717 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.718 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.718 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.718 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.718 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.719 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.719 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.719 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.719 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.722 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.722 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.723 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.723 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.723 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.723 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.724 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.724 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.724 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.724 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.725 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.725 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.725 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.726 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.726 PM 1/21/2025,Forced Draft-Fan ON,True
6:03:47.726 PM 1/21/2025,Pilot Proved,67.226891
6:03:47.726 PM 1/21/2025,Forced Draft-Fan ON,True
